# Datetime,5cm,10cm,15cm,50cm,55cm
2019-04-17 13:22:00,8.456326056192381,14.465949380255552,12.037404797983697,10.661998502812452,8.889134975911134
2019-04-17 13:23:00,8.456326056192381,14.521796746467686,12.037404797983697,10.679620806945167,8.895095672642327
2019-04-17 13:24:00,8.475905865463801,14.543100183208765,12.05764367057617,10.699934416188796,8.908932555023512
2019-04-17 13:25:00,8.456326056192381,14.521796746467686,12.037404797983697,10.685494555137893,8.889134975911134
2019-04-17 13:26:00,8.464110550520019,14.543100183208765,12.05764367057617,10.717562117326366,8.908932555023512
2019-04-17 13:27:00,8.464110550520019,14.654817877036095,12.05764367057617,10.717562117326366,8.908932555023512
2019-04-17 13:28:00,8.464110550520019,14.598963325777362,12.05764367057617,10.723437666818853,8.908932555023512
2019-04-17 13:29:00,8.464110550520019,14.654817877036095,12.28342905736909,10.729313041210048,8.908932555023512
2019-04-17 13:30:00,8.464110550520019,14.822331696903774,12.452598372121997,10.74106326550887,8.908932555023512
2019-04-17 13:31:00,8.464110550520019,14.93396775987165,12.508956782232332,10.74693811582668,8.908932555023512
2019-04-17 13:32:00,8.464110550520019,14.87815359611696,12.508956782232332,10.764561621914169,8.908932555023512
2019-04-17 13:33:00,8.464110550520019,14.87815359611696,12.452598372121997,10.77043577633782,8.908932555023512
2019-04-17 13:34:00,8.464110550520019,14.87815359611696,12.452598372121997,10.776309757300282,8.908932555023512
2019-04-17 13:35:00,8.470008328780693,14.822331696903774,12.39622440187054,10.793930661468664,8.908932555023512
2019-04-17 13:36:00,8.470008328780693,14.766501891356882,12.39622440187054,10.805677067362836,8.908932555023512
2019-04-17 13:37:00,8.470008328780693,14.710664008456718,12.39622440187054,10.811550011858685,8.908932555023512
2019-04-17 13:38:00,8.470008328780693,14.654817877036095,12.339834690658165,10.81742278432651,8.908932555023512
2019-04-17 13:39:00,8.470008328780693,14.598963325777362,12.339834690658165,10.83504007160812,8.908932555023512
2019-04-17 13:40:00,8.470008328780693,14.543100183208765,12.339834690658165,10.840912158009814,8.908932555023512
2019-04-17 13:41:00,8.458212530467392,14.487228277701632,12.28342905736909,10.85265581800175,8.908932555023512
2019-04-17 13:42:00,8.470008328780693,14.487228277701632,12.28342905736909,10.858527392000838,8.908932555023512
2019-04-17 13:43:00,8.464110550520019,14.431347437466883,12.28342905736909,10.864398795607826,8.908932555023512
2019-04-17 13:44:00,8.464110550520019,14.431347437466883,12.28342905736909,10.876141092462888,8.908932555023512
2019-04-17 13:45:00,8.464110550520019,14.37545749055198,12.28342905736909,10.882011986119437,8.908932555023512
2019-04-17 13:46:00,8.464110550520019,14.37545749055198,12.22700732058837,10.882011986119437,8.908932555023512
2019-04-17 13:47:00,8.464110550520019,14.37545749055198,12.22700732058837,10.899623650456078,8.908932555023512
2019-04-17 13:48:00,8.464110550520019,14.319558264837553,12.22700732058837,10.90549386703779,8.908932555023512
2019-04-17 13:49:00,8.464110550520019,14.319558264837553,12.22700732058837,10.90549386703779,8.908932555023512
2019-04-17 13:50:00,8.464110550520019,14.319558264837553,12.22700732058837,10.911363914861056,8.908932555023512
2019-04-17 13:51:00,8.464110550520019,14.319558264837553,12.22700732058837,10.923103505048545,8.908932555023512
2019-04-17 13:52:00,8.464110550520019,14.319558264837553,12.22700732058837,10.92897304782079,8.908932555023512
2019-04-17 13:53:00,8.464110550520019,14.319558264837553,12.22700732058837,10.940711629741884,8.908932555023512
2019-04-17 13:54:00,8.464110550520019,14.319558264837553,12.22700732058837,10.94658066929864,8.908932555023512
2019-04-17 13:55:00,8.464110550520019,14.319558264837553,12.22700732058837,10.94658066929864,8.908932555023512
2019-04-17 13:56:00,8.464110550520019,14.263649588034298,12.22700732058837,10.952449541524544,8.914895478301418
2019-04-17 13:57:00,8.464110550520019,14.263649588034298,12.170569298597684,10.96418678479941,8.914895478301418
2019-04-17 13:58:00,8.464110550520019,14.263649588034298,12.170569298597684,10.970055156255825,8.914895478301418
2019-04-17 13:59:00,8.464110550520019,14.263649588034298,12.170569298597684,10.975923361196521,8.920858175010324
2019-04-17 14:00:00,8.464110550520019,14.263649588034298,12.170569298597684,10.987659272345496,8.914895478301418
2019-04-17 14:01:00,8.464110550520019,14.263649588034298,12.170569298597684,10.987659272345496,8.914895478301418
2019-04-17 14:02:00,8.464110550520019,14.263649588034298,12.170569298597684,10.993526978961029,8.920858175010324
2019-04-17 14:03:00,8.444535030642129,14.242468285027797,12.150285957301975,10.978961506893711,8.901056142303702
2019-04-17 14:04:00,8.438639154581494,14.242468285027797,12.150285957301975,10.990691381323614,8.901056142303702
2019-04-17 14:05:00,8.444535030642129,14.242468285027797,12.150285957301975,10.990691381323614,8.901056142303702
2019-04-17 14:06:00,8.464110550520019,14.263649588034298,12.170569298597684,11.01699615044646,8.920858175010324
2019-04-17 14:07:00,8.464110550520019,14.263649588034298,12.170569298597684,11.022863030591111,8.920858175010324
2019-04-17 14:08:00,8.464110550520019,14.263649588034298,12.170569298597684,11.022863030591111,8.920858175010324
2019-04-17 14:09:00,8.464110550520019,14.319558264837553,12.170569298597684,11.034596297032351,8.920858175010324
2019-04-17 14:10:00,8.438639154581494,14.41009302284752,12.206701671580646,11.020013172361587,8.901056142303702
2019-04-17 14:11:00,8.458212530467392,14.93396775987165,12.339834690658165,11.046328906365204,8.920858175010324
2019-04-17 14:12:00,8.458212530467392,14.989774358902025,12.39622440187054,11.058060860215932,8.920858175010324
2019-04-17 14:13:00,8.464110550520019,14.93396775987165,12.39622440187054,11.063926591843625,8.920858175010324
2019-04-17 14:14:00,8.464110550520019,14.822331696903774,12.39622440187054,11.069792160210397,8.920858175010324
2019-04-17 14:15:00,8.458212530467392,14.766501891356882,12.39622440187054,11.08152280797384,8.920858175010324
2019-04-17 14:16:00,8.464110550520019,14.710664008456718,12.339834690658165,11.087387887776714,8.920858175010324
2019-04-17 14:17:00,8.458212530467392,14.654817877036095,12.339834690658165,11.093252805131073,8.920858175010324
2019-04-17 14:18:00,8.458212530467392,14.598963325777362,12.339834690658165,11.104982153306253,8.920858175010324
2019-04-17 14:19:00,8.458212530467392,14.598963325777362,12.339834690658165,11.110846584532965,8.920858175010324
2019-04-17 14:20:00,8.458212530467392,14.598963325777362,12.339834690658165,11.116710854123056,8.920858175010324
2019-04-17 14:21:00,8.458212530467392,14.543100183208765,12.339834690658165,11.128438909204675,8.920858175010324
2019-04-17 14:22:00,8.458212530467392,14.543100183208765,12.339834690658165,11.134302695101866,8.920858175010324
2019-04-17 14:23:00,8.458212530467392,14.543100183208765,12.339834690658165,11.140166320173734,8.920858175010324
2019-04-17 14:24:00,8.438639154581494,14.521796746467686,12.319484278697274,11.131398661330735,8.901056142303702
2019-04-17 14:25:00,8.458212530467392,14.543100183208765,12.339834690658165,11.157756232464493,8.932782889597775
2019-04-17 14:26:00,8.458212530467392,14.543100183208765,12.339834690658165,11.163619216262106,8.932782889597775
2019-04-17 14:27:00,8.458212530467392,14.543100183208765,12.339834690658165,11.163619216262106,8.932782889597775
2019-04-17 14:28:00,8.458212530467392,14.543100183208765,12.339834690658165,11.181207209593623,8.932782889597775
2019-04-17 14:29:00,8.458212530467392,14.543100183208765,12.39622440187054,11.187069555358846,8.932782889597775
2019-04-17 14:30:00,8.458212530467392,14.543100183208765,12.39622440187054,11.187069555358846,8.932782889597775
2019-04-17 14:31:00,8.458212530467392,14.543100183208765,12.39622440187054,11.187069555358846,8.932782889597775
2019-04-17 14:32:00,8.458212530467392,14.543100183208765,12.39622440187054,11.187069555358846,8.932782889597775
2019-04-17 14:33:00,8.458212530467392,14.543100183208765,12.39622440187054,11.187069555358846,8.932782889597775
2019-04-17 14:34:00,8.458212530467392,14.543100183208765,12.39622440187054,11.24568430130762,8.932782889597775
2019-04-17 14:35:00,8.458212530467392,14.598963325777362,12.39622440187054,11.24568430130762,8.932782889597775
2019-04-17 14:36:00,8.458212530467392,14.598963325777362,12.39622440187054,11.24568430130762,8.932782889597775
2019-04-17 14:37:00,8.458212530467392,14.543100183208765,12.452598372121997,11.24568430130762,8.932782889597775
2019-04-17 14:38:00,8.458212530467392,14.598963325777362,12.452598372121997,11.24568430130762,8.932782889597775
2019-04-17 14:39:00,8.458212530467392,14.598963325777362,12.452598372121997,11.24568430130762,8.932782889597775
2019-04-17 14:40:00,8.458212530467392,14.598963325777362,12.452598372121997,11.24568430130762,8.932782889597775
2019-04-17 14:41:00,8.458212530467392,14.598963325777362,12.452598372121997,11.304283349363061,8.932782889597775
2019-04-17 14:42:00,8.458212530467392,14.598963325777362,12.452598372121997,11.304283349363061,8.932782889597775
2019-04-17 14:43:00,8.458212530467392,14.598963325777362,12.508956782232332,11.304283349363061,8.938744907914469
2019-04-17 14:44:00,8.458212530467392,14.598963325777362,12.508956782232332,11.304283349363061,8.938744907914469
2019-04-17 14:45:00,8.458212530467392,14.598963325777362,12.508956782232332,11.304283349363061,8.938744907914469
2019-04-17 14:46:00,8.458212530467392,14.598963325777362,12.508956782232332,11.304283349363061,8.938744907914469
2019-04-17 14:47:00,8.458212530467392,14.598963325777362,12.508956782232332,11.304283349363061,8.938744907914469
2019-04-17 14:48:00,8.45231426840823,14.598963325777362,12.565299812729336,11.36286690151914,8.938744907914469
2019-04-17 14:49:00,8.458212530467392,14.598963325777362,12.565299812729336,11.36286690151914,8.938744907914469
2019-04-17 14:50:00,8.45231426840823,14.598963325777362,12.565299812729336,11.36286690151914,8.938744907914469
2019-04-17 14:51:00,8.458212530467392,14.598963325777362,12.565299812729336,11.36286690151914,8.938744907914469
2019-04-17 14:52:00,8.45231426840823,14.598963325777362,12.565299812729336,11.36286690151914,8.938744907914469
2019-04-17 14:53:00,8.458212530467392,14.598963325777362,12.621627643852236,11.36286690151914,8.938744907914469
2019-04-17 14:54:00,8.45231426840823,14.598963325777362,12.621627643852236,11.421435159456138,8.938744907914469
2019-04-17 14:55:00,8.458212530467392,14.598963325777362,12.621627643852236,11.421435159456138,8.938744907914469
2019-04-17 14:56:00,8.438639154581494,14.633465191516933,12.657454562714861,11.400831166780051,8.918936191058123
2019-04-17 14:57:00,8.458212530467392,14.654817877036095,12.67794045555533,11.421435159456138,8.938744907914469
2019-04-17 14:58:00,8.45231426840823,14.654817877036095,12.67794045555533,11.421435159456138,8.950668267688798
2019-04-17 14:59:00,8.45231426840823,14.654817877036095,12.67794045555533,11.421435159456138,8.938744907914469
2019-04-17 15:00:00,8.458212530467392,14.654817877036095,12.67794045555533,11.47998832454482,8.950668267688798
2019-04-17 15:01:00,8.45231426840823,14.710664008456718,12.734238427511656,11.47998832454482,8.950668267688798
2019-04-17 15:02:00,8.458212530467392,14.710664008456718,12.734238427511656,11.47998832454482,8.950668267688798
2019-04-17 15:03:00,8.45231426840823,14.710664008456718,12.734238427511656,11.47998832454482,8.950668267688798
2019-04-17 15:04:00,8.45231426840823,14.710664008456718,12.734238427511656,11.47998832454482,8.950668267688798
2019-04-17 15:05:00,8.458212530467392,14.710664008456718,12.790521739116457,11.47998832454482,8.950668267688798
2019-04-17 15:06:00,8.45231426840823,14.710664008456718,12.790521739116457,11.538526597850762,8.950668267688798
2019-04-17 15:07:00,8.458212530467392,14.710664008456718,12.790521739116457,11.538526597850762,8.950668267688798
2019-04-17 15:08:00,8.458212530467392,14.710664008456718,12.790521739116457,11.538526597850762,8.950668267688798
2019-04-17 15:09:00,8.45231426840823,14.710664008456718,12.846790569490935,11.538526597850762,8.950668267688798
2019-04-17 15:10:00,8.464110550520019,14.766501891356882,12.846790569490935,11.538526597850762,8.950668267688798
2019-04-17 15:11:00,8.458212530467392,14.766501891356882,12.846790569490935,11.59705018013878,8.956629609584326
2019-04-17 15:12:00,8.458212530467392,14.766501891356882,12.846790569490935,11.59705018013878,8.956629609584326
2019-04-17 15:13:00,8.458212530467392,14.766501891356882,12.846790569490935,11.59705018013878,8.956629609584326
2019-04-17 15:14:00,8.458212530467392,14.766501891356882,12.903045097485602,11.59705018013878,8.956629609584326
2019-04-17 15:15:00,8.464110550520019,14.822331696903774,12.903045097485602,11.59705018013878,8.956629609584326
2019-04-17 15:16:00,8.45231426840823,14.822331696903774,12.903045097485602,11.59705018013878,8.956629609584326
2019-04-17 15:17:00,8.464110550520019,14.822331696903774,12.903045097485602,11.655559271877024,8.956629609584326
2019-04-17 15:18:00,8.444535030642129,14.800904709786266,12.938685322442751,11.634859048276581,8.936814204064348
